mobley_id,atoms,coords,smiles,hfe
mobley_52782,"['C', 'C', 'O', 'N', 'O', 'O', 'O', 'N', 'O', 'O', 'H', 'H', 'H', 'H']","[[-2.146, -0.194, -0.121], [-0.894, 0.451, 0.442], [-0.812, 1.792, -0.025], [0.334, 2.489, 0.449], [1.109, 1.878, 1.188], [0.392, 3.648, 0.038], [-3.283, 0.541, 0.317], [-4.516, 0.016, -0.158], [-4.471, -0.987, -0.875], [-5.491, 0.661, 0.228], [-2.251, -1.225, 0.23], [-2.127, -0.176, -1.214], [0.005, -0.08, 0.112], [-0.931, 0.469, 1.535]]",C(CO[N+](=O)[O-])O[N+](=O)[O-],-6.23
mobley_5282042,"['C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[7.757, 5.189, 1.688], [7.568, 4.252, 0.581], [7.729, 4.937, -0.702], [6.272, 3.634, 0.661], [6.2, 2.336, -0.137], [4.847, 1.688, -0.054], [4.642, 0.359, -0.131], [5.849, -0.492, -0.202], [6.709, -0.43, -1.308], [7.845, -1.237, -1.364], [8.128, -2.113, -0.32], [7.276, -2.186, 0.782], [6.131, -1.379, 0.85], [5.205, -1.465, 2.037], [3.853, -2.071, 1.66], [2.908, -1.275, 0.778], [3.257, -0.174, -0.036], [2.259, 0.418, -0.84], [0.943, -0.043, -0.83], [0.597, -1.118, -0.027], [1.57, -1.729, 0.761], [7.635, 4.672, 2.643], [7.022, 5.997, 1.629], [8.759, 5.624, 1.648], [7.583, 4.22, -1.502], [8.728, 5.356, -0.755], [6.99, 5.729, -0.774], [6.08, 3.433, 1.72], [5.533, 4.363, 0.314], [6.477, 2.526, -1.181], [6.937, 1.63, 0.265], [3.989, 2.341, 0.088], [6.525, 0.247, -2.132], [8.514, -1.178, -2.219], [9.02, -2.735, -0.36], [7.519, -2.872, 1.582], [5.647, -2.119, 2.76], [5.066, -0.485, 2.434], [3.994, -3.096, 1.204], [3.311, -2.323, 2.617], [2.511, 1.264, -1.488], [0.194, 0.44, -1.45], [-0.424, -1.482, -0.007], [1.283, -2.583, 1.384]]",CN(C)CCC=C1c2ccccc2CCc3c1cccc3,-7.35
mobley_5286200,"['C', 'C', 'C', 'Cl', 'C', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.577, 0.505, -0.02], [-0.611, -0.463, 0.032], [-0.792, -1.117, 1.4], [-2.176, -2.233, 1.427], [0.758, 1.159, -1.387], [2.142, 2.275, -1.415], [1.503, -0.007, 0.264], [0.417, 1.301, 0.719], [-0.505, -1.242, -0.732], [-1.528, 0.089, -0.205], [0.101, -1.678, 1.692], [-0.978, -0.352, 2.159], [0.915, 0.408, -2.167], [-0.132, 1.74, -1.647]]",C(CCCl)CCl,-0.4
mobley_5310099,"['C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-1.051, 2.615, 5.466], [-1.022, 2.771, 3.954], [0.087, 1.929, 3.325], [0.111, 2.09, 1.803], [1.2, 1.263, 1.185], [0.985, 0.296, 0.286], [-1.848, 3.221, 5.909], [-0.099, 2.937, 5.899], [-1.216, 1.571, 5.75], [-1.994, 2.474, 3.544], [-0.874, 3.829, 3.705], [1.056, 2.226, 3.746], [-0.064, 0.873, 3.583], [-0.867, 1.817, 1.388], [0.285, 3.141, 1.544], [2.222, 1.478, 1.485], [1.817, -0.264, -0.128], [-0.015, 0.045, -0.05]]",CCCCC=C,2.63
mobley_5311804,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.755, -1.101, 4.166], [1.093, -2.283, 4.601], [1.918, -1.021, -1.198], [3.76, -2.078, 0.084], [3.69, -2.117, 2.555], [-0.08, -0.035, 2.471], [-0.001, -0.001, 0.0], [2.765, -1.086, 4.598], [1.215, -0.229, 4.56], [1.085, -2.258, 5.571]]",c1ccc(cc1)CO,-5.13
mobley_5326154,"['C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[3.201, -0.978, -2.232], [1.929, -1.014, -1.522], [0.704, -1.04, -2.311], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [4.029, -0.961, -1.518], [3.259, -0.084, -2.859], [3.304, -1.86, -2.869], [-0.15, -1.066, -1.64], [0.703, -1.926, -2.941], [0.658, -0.149, -2.931], [3.767, -2.08, 0.093], [3.685, -2.114, 2.564], [1.766, -1.095, 3.761], [-0.075, -0.037, 2.479], [-0.006, 0.003, 0.009]]",CN(C)c1ccccc1,-4.43
mobley_5346580,"['C', 'C', 'O', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.629, -0.379, -0.537], [-1.954, -0.899, -0.033], [-2.892, -1.044, -0.821], [-2.098, -1.212, 1.469], [-1.84, 0.071, 2.269], [-1.112, -2.307, 1.894], [-3.528, -1.702, 1.755], [-0.619, 0.713, -0.469], [0.19, -0.763, 0.074], [-0.49, -0.663, -1.582], [-1.931, -0.099, 3.347], [-0.83, 0.455, 2.085], [-2.554, 0.858, 1.998], [-1.201, -2.542, 2.961], [-0.076, -1.998, 1.711], [-1.289, -3.237, 1.342], [-3.661, -1.933, 2.818], [-3.758, -2.614, 1.191], [-4.271, -0.946, 1.48]]",CC(=O)C(C)(C)C,-3.23
mobley_5347550,"['C', 'O', 'C', 'C', 'Cl', 'Cl', 'F', 'F', 'H', 'H', 'H', 'H']","[[-1.089, 0.339, -1.586], [0.082, 0.488, -0.796], [0.041, -0.287, 0.399], [1.313, -0.093, 1.206], [1.526, 1.617, 1.662], [1.279, -1.096, 2.679], [-1.05, 0.061, 1.123], [-0.093, -1.593, 0.056], [-1.003, 0.952, -2.486], [-1.963, 0.645, -1.005], [-1.194, -0.711, -1.872], [2.191, -0.389, 0.625]]",COC(C(Cl)Cl)(F)F,-0.69
mobley_5371840,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-1.858, 0.74, 0.8], [-1.004, -0.257, 0.326], [-1.437, -1.582, 0.269], [-2.727, -1.905, 0.689], [-3.58, -0.91, 1.163], [-3.149, 0.415, 1.22], [-4.856, -1.183, 1.585], [-5.239, -2.498, 1.512], [-6.529, -2.821, 1.932], [-6.962, -4.146, 1.875], [-6.107, -5.143, 1.401], [-4.817, -4.818, 0.982], [-4.386, -3.494, 1.038], [-3.109, -3.22, 0.616], [-6.647, -6.776, 1.333], [-1.518, 1.77, 0.843], [0.0, -0.0, 0.0], [-0.766, -2.352, -0.101], [-3.808, 1.196, 1.587], [-7.199, -2.051, 2.302], [-7.969, -4.389, 2.205], [-4.146, -5.59, 0.611]]",c1ccc2c(c1)Oc3ccc(cc3O2)Cl,-4.05
mobley_5390332,"['C', 'C', 'C', 'C', 'O', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.379, -0.698, 0.753], [0.405, -0.579, 2.05], [1.885, -0.888, 1.841], [2.675, -0.772, 3.124], [2.21, -0.469, 4.214], [3.985, -1.062, 2.865], [4.865, -0.995, 3.992], [-1.435, -0.472, 0.926], [-0.001, 0.001, 0.001], [-0.31, -1.712, 0.346], [-0.019, -1.265, 2.793], [0.287, 0.435, 2.452], [2.31, -0.187, 1.113], [1.999, -1.909, 1.46], [5.872, -1.244, 3.664], [4.52, -1.698, 4.747], [4.839, 0.019, 4.384]]",CCCC(=O)OC,-3.55
mobley_5393242,"['C', 'C', 'O', 'P', 'S', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'N', 'C', 'N', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-4.133, 1.791, -0.452], [-2.995, 0.793, -0.433], [-2.474, 0.662, -1.746], [-1.232, -0.352, -2.028], [-1.552, -2.229, -1.603], [-0.032, 0.4, -1.227], [1.318, 0.105, -1.542], [2.226, 0.935, -0.659], [-0.884, 0.004, -3.571], [-1.727, -0.114, -4.643], [-1.272, 0.233, -5.898], [-2.182, 0.086, -6.925], [-3.442, -0.365, -6.752], [-3.766, -0.67, -5.481], [-2.973, -0.571, -4.397], [-5.15, -1.173, -5.249], [-5.948, -0.276, -4.283], [-5.173, -2.629, -4.748], [-1.781, 0.436, -8.319], [-4.559, 1.916, 0.548], [-3.787, 2.765, -0.813], [-4.924, 1.461, -1.134], [-3.348, -0.186, -0.095], [-2.195, 1.135, 0.231], [1.496, -0.963, -1.377], [1.495, 0.336, -2.598], [3.278, 0.731, -0.877], [2.036, 2.003, -0.806], [2.037, 0.72, 0.398], [-0.266, 0.598, -6.064], [-5.715, -1.171, -6.201], [-6.962, -0.658, -4.123], [-6.035, 0.747, -4.665], [-5.452, -0.229, -3.307], [-6.204, -2.963, -4.589], [-4.636, -2.735, -3.799], [-4.709, -3.311, -5.469], [-1.354, -0.438, -8.824], [-2.64, 0.792, -8.903], [-1.036, 1.242, -8.328]]",CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,-10.75
mobley_5445548,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[2.635, 0.24, -2.126], [1.931, -1.014, -1.603], [0.533, -1.148, -2.211], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [3.639, 0.354, -1.702], [2.063, 1.138, -1.869], [2.736, 0.207, -3.216], [2.515, -1.878, -1.947], [0.027, -2.045, -1.838], [0.594, -1.227, -3.302], [-0.101, -0.285, -1.976], [3.765, -2.08, 0.091], [3.685, -2.115, 2.563], [1.766, -1.095, 3.761], [-0.076, -0.038, 2.479], [-0.005, 0.003, 0.008]]",CC(C)c1ccccc1,-0.67
mobley_5449201,"['C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.511, 0.904, -0.345], [-0.57, 0.951, -1.863], [0.829, 0.952, -2.479], [0.765, 1.0, -4.005], [2.155, 1.0, -4.621], [-1.517, 0.904, 0.087], [0.034, 1.766, 0.053], [0.001, -0.005, -0.014], [-1.137, 0.087, -2.228], [-1.114, 1.851, -2.174], [1.371, 0.052, -2.161], [1.393, 1.816, -2.108], [0.205, 0.136, -4.382], [0.228, 1.899, -4.327], [2.1, 1.035, -5.714], [2.696, 0.093, -4.337], [2.735, 1.863, -4.279]]",CCCCC,2.67
mobley_5456566,"['C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [-0.483, 0.277, -0.351], [-0.585, 0.234, 2.795], [1.748, -1.103, 4.418], [4.175, -2.394, 2.9], [4.264, -2.345, -0.245], [1.929, -1.016, -1.569], [2.533, 0.052, -2.233], [2.574, 0.072, -3.628], [2.011, -0.975, -4.357], [1.407, -2.042, -3.693], [1.366, -2.063, -2.299], [0.614, -3.392, -1.457], [0.704, -3.352, -4.603], [2.064, -0.949, -6.1], [3.331, 1.407, -4.455], [3.232, 1.356, -1.31]]",c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,0.76
mobley_5467162,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-1.006, 0.025, -0.434], [-2.09, 0.33, 0.622], [-1.778, 1.683, 1.295], [-3.429, 0.495, -0.134], [-2.108, -0.784, 1.681], [-3.265, -1.535, 1.886], [-3.281, -2.544, 2.849], [-2.139, -2.802, 3.607], [-0.982, -2.051, 3.403], [-0.966, -1.042, 2.44], [-2.155, -3.786, 4.547], [-1.197, -0.931, -0.933], [-0.962, 0.791, -1.216], [-0.012, -0.032, 0.026], [-2.519, 1.949, 2.056], [-0.801, 1.661, 1.794], [-1.757, 2.495, 0.559], [-4.249, 0.715, 0.56], [-3.386, 1.321, -0.854], [-3.701, -0.418, -0.676], [-4.159, -1.341, 1.299], [-4.186, -3.126, 3.003], [-0.089, -2.248, 3.99], [-0.059, -0.463, 2.287], [-1.292, -3.844, 4.988]]",CC(C)(C)c1ccc(cc1)O,-5.54
mobley_5471704,"['C', 'C', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.277, -3.284, -0.854], [-0.686, -1.817, -0.995], [0.017, -0.979, 0.074], [-0.381, -1.324, -2.419], [-1.114, -2.099, -3.507], [-0.756, -1.558, -4.772], [-1.336, -2.152, -5.859], [-2.121, -3.091, -5.833], [-0.87, -1.482, -7.115], [-0.77, -3.901, -1.612], [-0.545, -3.679, 0.132], [0.805, -3.401, -0.983], [-1.768, -1.752, -0.825], [-0.259, 0.078, -0.004], [1.105, -1.052, -0.029], [-0.236, -1.324, 1.081], [0.699, -1.396, -2.608], [-0.621, -0.257, -2.513], [-0.832, -3.157, -3.49], [-2.198, -2.015, -3.397], [0.032, -1.975, -7.486], [-0.678, -0.423, -6.922], [-1.649, -1.56, -7.879]]",CC(C)CCOC(=O)C,-3.07
mobley_547634,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-1.89, -1.725, 0.933], [-0.497, -2.034, 0.494], [-0.048, -3.354, 0.545], [1.256, -3.684, 0.14], [1.724, -5.007, 0.185], [3.023, -5.317, -0.221], [3.869, -4.31, -0.676], [3.421, -2.99, -0.727], [2.117, -2.66, -0.322], [1.648, -1.337, -0.366], [0.35, -1.028, 0.039], [-0.109, 0.393, -0.024], [-2.576, -1.798, 0.084], [-2.217, -2.42, 1.714], [-1.953, -0.715, 1.353], [-0.719, -4.133, 0.903], [1.08, -5.81, 0.536], [3.373, -6.344, -0.181], [4.88, -4.551, -0.992], [4.1, -2.22, -1.086], [2.301, -0.54, -0.72], [-0.561, 0.603, -1.0], [-0.849, 0.605, 0.758], [0.727, 1.086, 0.131]]",Cc1cc2ccccc2cc1C,-2.95
mobley_5494918,"['C', 'C', 'F', 'F', 'C', 'F', 'F', 'F', 'F']","[[0.23, 0.026, 0.491], [-0.936, -0.446, 0.941], [-1.132, -0.669, 2.257], [-1.932, -0.703, 0.067], [0.548, 0.305, -0.934], [1.804, 0.78, -1.129], [0.43, -0.813, -1.694], [-0.303, 1.224, -1.457], [1.2, 0.269, 1.404]]",C(=C(F)F)(C(F)(F)F)F,2.31
mobley_5499659,"['C', 'N', 'C', 'C', 'N', 'C', 'H', 'H', 'H', 'H', 'H', 'H']","[[3.642, -2.413, -1.703], [2.354, -2.037, -1.181], [1.95, -0.774, -0.826], [0.655, -0.778, -0.364], [0.26, -2.084, -0.442], [1.313, -2.802, -0.937], [3.599, -2.341, -2.793], [4.407, -1.74, -1.306], [3.871, -3.437, -1.395], [2.638, 0.054, -0.934], [0.027, 0.021, -0.006], [1.274, -3.871, -1.101]]",Cn1ccnc1,-6.28
mobley_550662,"['C', 'C', 'O', 'C', 'O', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.145, 0.097, 1.082], [1.277, -0.826, 1.563], [0.748, -2.165, 1.438], [1.659, -3.18, 1.841], [1.662, -0.524, 2.916], [0.638, -0.653, 3.892], [2.4, -0.68, 0.666], [3.214, 0.463, 0.889], [0.434, 1.152, 1.132], [-0.13, -0.135, 0.047], [-0.758, -0.026, 1.689], [1.187, -4.155, 1.717], [1.935, -3.021, 2.884], [2.548, -3.12, 1.212], [1.042, -0.402, 4.873], [0.265, -1.679, 3.888], [-0.172, 0.033, 3.643], [4.026, 0.473, 0.161], [3.615, 0.428, 1.903], [2.602, 1.358, 0.767]]",CC(OC)(OC)OC,-3.7
mobley_5510474,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'H', 'H', 'H', 'H']","[[-1.858, 0.74, 0.8], [-1.004, -0.257, 0.326], [-1.437, -1.582, 0.269], [-2.727, -1.905, 0.689], [-3.58, -0.91, 1.163], [-3.149, 0.415, 1.22], [-4.856, -1.183, 1.585], [-5.239, -2.498, 1.512], [-4.386, -3.494, 1.038], [-4.817, -4.818, 0.982], [-6.107, -5.143, 1.401], [-6.962, -4.146, 1.875], [-6.529, -2.821, 1.932], [-7.565, -1.554, 2.515], [-8.573, -4.552, 2.398], [-6.645, -6.799, 1.331], [-3.724, -6.032, 0.387], [-3.109, -3.22, 0.616], [-1.518, 1.77, 0.843], [0.0, -0.0, 0.0], [-0.766, -2.353, -0.1], [-3.808, 1.196, 1.587]]",c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-2.77
mobley_5518547,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.931, -1.014, -1.603], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.757, -1.099, 4.085], [2.438, -0.108, -1.949], [2.463, -1.888, -1.991], [0.92, -1.037, -2.025], [3.765, -2.079, 0.092], [3.691, -2.118, 2.554], [-0.081, -0.034, 2.469], [-0.005, 0.002, 0.008], [2.482, -1.569, 4.589], [0.956, -0.727, 4.554]]",Cc1ccc(cc1)N,-5.49
mobley_5520946,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.745, -1.105, 4.457], [1.918, -1.02, -1.198], [3.76, -2.077, 0.083], [3.695, -2.12, 2.546], [-0.085, -0.032, 2.462], [0.0, 0.0, 0.0], [2.905, -1.75, 4.654]]",c1ccc(cc1)S,-1.5
mobley_5538249,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.755, -1.101, 4.122], [1.15, -2.168, 4.784], [1.106, -2.19, 6.178], [1.668, -1.143, 6.91], [2.273, -0.075, 6.247], [2.317, -0.054, 4.853], [3.082, 1.299, 4.091], [1.616, -1.171, 8.63], [0.435, -3.497, 3.936], [1.917, -1.021, -1.198], [3.76, -2.079, 0.084], [3.693, -2.12, 2.55], [-0.084, -0.033, 2.466], [-0.001, -0.002, 0.0], [0.636, -3.022, 6.698], [2.711, 0.739, 6.82]]",c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,-1.15
mobley_5561855,"['C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [-0.602, 0.245, 2.729], [1.755, -1.101, 4.13], [1.15, -2.169, 4.793], [1.107, -2.19, 6.187], [1.669, -1.144, 6.918], [2.274, -0.076, 6.255], [2.317, -0.054, 4.861], [3.082, 1.299, 4.099], [1.618, -1.172, 8.638], [0.435, -3.498, 3.945], [4.195, -2.405, 2.837], [1.918, -1.02, -1.198], [3.754, -2.073, 0.067], [0.008, -0.004, -0.017], [0.637, -3.022, 6.706], [2.712, 0.739, 6.829]]",c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,-0.48
mobley_5571660,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.96, -1.027, -1.605], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [-0.242, 0.142, -0.17], [-0.378, 0.123, 2.704], [2.475, -0.125, -1.948], [2.498, -1.906, -1.975], [0.958, -1.052, -2.046], [3.766, -2.08, 0.093], [3.685, -2.114, 2.563], [1.776, -1.101, 3.762], [-0.174, 0.191, -1.164], [-0.982, 0.591, 0.328], [-0.171, 1.177, 2.922], [-1.308, 0.061, 2.126], [-0.554, -0.403, 3.65]]",Cc1cccc(c1N)C,-5.57
mobley_5600967,"['C', 'N', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.079, -0.152, -0.219], [1.517, 0.528, -1.429], [1.059, -0.059, -2.686], [2.323, 1.666, -1.323], [2.713, 2.168, -0.27], [2.767, 2.326, -2.562], [3.963, 1.942, -3.167], [4.383, 2.567, -4.341], [3.607, 3.576, -4.91], [2.41, 3.961, -4.304], [1.99, 3.335, -3.13], [4.016, 4.187, -6.055], [5.249, 3.746, -6.622], [1.805, -0.919, 0.064], [0.109, -0.628, -0.383], [0.985, 0.563, 0.603], [0.11, 0.392, -2.959], [0.936, -1.129, -2.553], [1.797, 0.135, -3.458], [4.577, 1.157, -2.732], [5.316, 2.263, -4.808], [1.802, 4.747, -4.743], [1.056, 3.642, -2.667], [5.448, 4.318, -7.527], [5.175, 2.683, -6.848], [6.042, 3.915, -5.895]]",CN(C)C(=O)c1ccc(cc1)OC,-9.62
mobley_5616693,"['C', 'C', 'H', 'C', 'C', 'C', 'H', 'C', 'O', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-1.568, 2.251, -0.161], [-1.33, 1.203, -1.246], [-1.256, 1.724, -2.211], [-2.509, 0.224, -1.323], [-2.282, -0.828, -2.409], [-0.989, -1.614, -2.178], [-1.063, -2.177, -1.239], [0.174, -0.641, -2.018], [1.245, -0.778, -2.608], [-0.018, 0.459, -0.995], [-0.747, -2.602, -3.315], [0.22, -3.701, -2.877], [-2.066, -3.208, -3.791], [-1.649, 1.775, 0.821], [-0.742, 2.967, -0.13], [-2.494, 2.801, -0.354], [-2.652, -0.274, -0.355], [-3.434, 0.77, -1.541], [-3.136, -1.515, -2.43], [-2.249, -0.329, -3.386], [0.0, 0.0, 0.0], [0.828, 1.152, -1.061], [-0.294, -2.061, -4.155], [0.401, -4.417, -3.686], [-0.181, -4.252, -2.02], [1.184, -3.276, -2.579], [-1.905, -3.92, -4.608], [-2.746, -2.428, -4.15], [-2.567, -3.738, -2.974]]",C[C@@H]1CC[C@H](C(=O)C1)C(C)C,-3.52
mobley_5627459,"['C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.439, -0.892, 0.46], [-1.942, -0.723, 0.649], [-2.562, -1.975, 1.257], [-2.199, 0.504, 1.502], [-2.78, 0.493, 2.583], [0.004, 0.009, 0.022], [-0.221, -1.733, -0.206], [0.063, -1.073, 1.417], [-2.406, -0.533, -0.326], [-3.642, -1.85, 1.392], [-2.124, -2.19, 2.238], [-2.397, -2.852, 0.622], [-1.859, 1.46, 1.066]]",CC(C)C=O,-2.97
mobley_5631798,"['N', 'H', 'H', 'H']","[[-0.193, -0.028, -0.222], [-0.635, 0.263, 0.649], [0.533, 0.662, -0.413], [0.295, -0.898, -0.013]]",N,-4.02
mobley_5665561,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-1.885, -1.702, 0.927], [-0.497, -2.034, 0.494], [0.35, -1.028, 0.039], [1.648, -1.337, -0.366], [2.117, -2.66, -0.322], [3.421, -2.99, -0.727], [3.869, -4.31, -0.676], [3.023, -5.317, -0.221], [1.724, -5.007, 0.185], [1.256, -3.684, 0.14], [-0.048, -3.354, 0.545], [2.507, -0.207, -0.845], [-1.897, -1.468, 1.996], [-2.273, -0.842, 0.372], [-2.563, -2.542, 0.741], [-0.003, 0.001, 0.001], [4.112, -2.232, -1.088], [4.88, -4.552, -0.991], [3.373, -6.344, -0.182], [1.08, -5.81, 0.537], [-0.721, -4.132, 0.902], [3.058, 0.228, -0.005], [3.224, -0.551, -1.598], [1.899, 0.576, -1.312]]",Cc1cc(c2ccccc2c1)C,-3.0
mobley_5690766,"['C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.12, 0.857, -2.22], [-0.607, 0.928, -1.099], [-2.084, 0.665, -1.038], [-2.879, 1.875, -0.537], [-2.708, 3.084, -1.411], [-2.208, 4.25, -0.987], [1.186, 1.056, -2.219], [-0.349, 0.596, -3.163], [-0.106, 1.181, -0.169], [-2.248, -0.172, -0.349], [-2.467, 0.343, -2.015], [-2.606, 2.1, 0.502], [-3.945, 1.615, -0.528], [-3.022, 2.998, -2.448], [-2.102, 5.098, -1.653], [-1.897, 4.37, 0.045]]",C=CCCC=C,2.49
mobley_5692472,"['C', 'N', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.028, 0.135, 0.351], [1.03, 0.282, 1.8], [2.386, 0.459, 2.303], [0.005, 0.004, -0.012], [1.619, -0.737, 0.059], [1.457, 1.023, -0.12], [0.621, -0.55, 2.223], [2.353, 0.566, 3.384], [2.82, 1.35, 1.859], [2.982, -0.41, 2.038]]",CNC,-2.99
